OBSID,Objname,RAdeg,DEdeg
859109241,J053005.73-021955.1,82.523896,-2.3319768
859110173,J051755.98-031255.1,79.483279,-3.2153092
859110231,J051821.13-025608.6,79.58808,-2.9357357
859111023,J052238.09-002133.6,80.658716,-0.3593471
859111136,J052439.40-000614.1,81.164203,-0.1039214
859111163,J052249.09-000854.5,80.704553,-0.1484781
859111177,J052527.57-002207.6,81.364883,-0.3687892
859111200,J052507.59-002906.4,81.281651,-0.4851299
859111238,J052524.13-003752.0,81.350581,-0.6311137
859112067,J052821.61-004622.0,82.090047,-0.7727885
859112128,J052759.30-004523.3,81.997111,-0.7564928
859113038,J053340.79-021532.2,83.419976,-2.2589549
859113131,J053233.55-015016.9,83.139821,-1.8380461
859113152,J053016.14-013302.1,82.567286,-1.5505921
859113199,J053332.37-013213.8,83.384881,-1.5371829
859113228,J053020.55-020325.5,82.585648,-2.0570984
859114173,J051800.74-014224.0,79.503124,-1.7066692
859114204,J051645.45-015122.3,79.189396,-1.8562129
859115024,J052421.54-012323.0,81.089773,-1.3897371
859115045,J052448.62-010306.5,81.202608,-1.0518295
859115097,J052207.90-011005.9,80.532955,-1.168309
859115151,J052244.89-010232.2,80.687078,-1.0422893
859116096,J051904.76-010448.7,79.769857,-1.0802152
859116172,J052106.56-005329.6,80.277339,-0.8915813
859116234,J052130.83-000435.5,80.378491,-0.076546
859601053,J053236.39+122619.4,83.151651,12.438734
859601059,J053206.41+122922.0,83.026715,12.48947
859601232,J053140.48+121046.8,82.918674,12.179685
859602017,J052959.25+121946.9,82.496884,12.329718
859602123,J053001.96+121335.0,82.508181,12.226414
859602201,J052918.99+120928.9,82.32916,12.158034
860014231,J001004.29+590310.8,2.5178955,59.053017
860204036,J032852.18+304505.5,52.21743,30.75155
860204157,J032741.48+302016.6,51.92284,30.33797
860204229,J033035.92+303024.1,52.64968,30.5067
860204235,J033128.86+303053.1,52.87029,30.51477
860209032,J033330.43+311050.6,53.37683,31.18074
860209112,J033124.21+312808.4,52.85088,31.46902
860209173,J033025.97+310217.7,52.60823,31.03826
860209192,J033401.66+311439.7,53.50695,31.24437
860210053,J031820.69+300248.1,49.58622,30.0467
860213155,J033449.88+311549.6,53.70784,31.26378
860215051,J032506.71+310652.8,51.27799,31.11467
860215111,J032916.67+311618.1,52.31948,31.27171
860215112,J032846.19+311638.5,52.19246,31.27738
860215129,J032926.82+312647.4,52.36176,31.44651
860215139,J032918.72+312325.4,52.32803,31.39039
860916164,J060752.43-051603.7,91.96847,-5.267704
861201007,J043901.63+233602.9,69.75681,23.60082
861201064,J043556.83+235205.0,68.98682,23.86807
861202029,J043150.57+242417.7,67.96072,24.40494
861202180,J043029.59+242644.9,67.62332,24.44581
861202232,J043334.56+242105.8,68.39401,24.35163
861202242,J043306.63+240955.0,68.27763,24.16529
861203047,J043339.07+252038.1,68.41282,25.34392
861203142,J043354.71+261327.4,68.47797,26.2243
861203151,J043243.07+255231.0,68.17947,25.87528
861203213,J043336.79+260949.0,68.40331,26.16363
861204157,J043619.10+254259.0,69.07959,25.71639
861204240,J043920.94+254501.5,69.83726,25.75044
861205047,J043558.81+243840.4,68.99507,24.64457
861205217,J043455.42+242853.0,68.73093,24.4814
861208053,J044237.69+251536.9,70.65708,25.26027
861208058,J044205.48+252256.2,70.52287,25.38229
861208110,J044104.71+245106.0,70.26966,24.85168
861209021,J044049.50+255118.9,70.20629,25.85527
861210002,J042702.79+254222.4,66.76163,25.70624
861210216,J043051.38+244222.3,67.71411,24.7062
861210222,J042936.06+243555.5,67.40027,24.59877
861214058,J042951.55+260644.8,67.46482,26.11246
861214144,J042942.47+263249.1,67.42697,26.54698
861216189,J043114.44+271017.9,67.81017,27.17164
861901031,J054101.88-015857.6,85.25787,-1.98268
861901033,J054044.82-021150.1,85.18679,-2.197255
861901047,J054005.92-020327.1,85.0247,-2.057553
861901060,J054042.81-014717.1,85.17841,-1.788098
861901061,J054024.61-015230.9,85.10255,-1.875276
861901076,J054221.24-015910.6,85.5885,-1.986289
861901080,J054152.58-020351.5,85.46912,-2.064333
861901101,J054406.70-015115.5,86.02795,-1.854327
861901206,J054236.42-022039.8,85.65175,-2.344409
861901221,J054147.05-021637.9,85.44605,-2.277219
861901230,J053940.17-022048.0,84.91738,-2.346677
861901233,J054039.31-022646.1,85.1638,-2.446158
861901249,J053939.37-021704.5,84.91408,-2.284585
861902005,J053935.47-015903.3,84.89783,-1.984274
861902011,J053904.05-015457.8,84.76691,-1.916069
861902028,J053643.38-013658.9,84.18077,-1.616375
861902057,J053957.97-013155.4,84.99155,-1.532059
861902064,J054032.39-014237.9,85.13496,-1.710544
861902090,J053539.14-014322.2,83.91312,-1.72286
861902102,J053814.11-021559.7,84.55882,-2.2666
861902108,J053829.16-021615.7,84.62151,-2.271044
861902126,J053656.31-014158.9,84.23463,-1.699713
861902159,J053412.82-012037.8,83.55345,-1.34385
861902170,J053425.82-012106.5,83.60759,-1.35182
861902197,J053555.44-011331.9,83.981,-1.225533
861902232,J053901.28-012759.7,84.75536,-1.466586
861902240,J053913.01-012721.2,84.80421,-1.455906
861902241,J053805.81-013356.0,84.52423,-1.565573
861903014,J053945.64-003557.2,84.94019,-0.5992359
861903033,J053903.55-003757.0,84.76483,-0.6325237
861903069,J053706.24+000855.1,84.27603,0.1486442
861903076,J053713.06-001152.7,84.30443,-0.1979982
861903168,J053837.72+000139.1,84.65717,0.0275388
861903172,J053929.27+000339.0,84.87199,0.0608447
861903227,J053702.15-002835.5,84.25896,-0.4765293
861903249,J053654.51-002505.0,84.22715,-0.4180768
861904038,J054118.52+002725.5,85.32718,0.4570998
861904204,J054349.74+003535.6,85.95729,0.5932467
861905061,J053951.20-004354.9,84.96334,-0.7319232
861905086,J054025.09-011604.2,85.10455,-1.267843
861905100,J054040.30-011833.1,85.16794,-1.309214
861905159,J054228.53-004205.7,85.61888,-0.7016014
861908020,J054525.13-003723.0,86.35474,-0.6230605
861908046,J054618.89-000538.1,86.57873,-0.0939352
861908048,J054607.88-001156.8,86.53284,-0.1991351
861908178,J054503.35-011003.7,86.26396,-1.167709
861908195,J054512.30-011336.8,86.30126,-1.2269
861909001,J054645.81+001702.4,86.69091,0.2840185
861909015,J054612.67+001113.0,86.5528,0.1869533
861909017,J054609.25+001332.8,86.53857,0.2257828
861909126,J054644.09+001803.0,86.68372,0.3008582
861909198,J054735.76+003839.8,86.89901,0.6444076
861909209,J054445.31+002028.3,86.18883,0.341211
861909217,J054557.38+002022.1,86.48912,0.3394921
861909233,J054650.22+000439.6,86.70927,0.0776819
861910030,J053520.27-005014.4,83.83446,-0.8373576
861910033,J053558.01-005419.5,83.99174,-0.9054322
861910036,J053434.68-005134.0,83.64454,-0.8594652
861910042,J053357.54-005245.4,83.48976,-0.8792992
861910066,J053630.68-001843.9,84.12784,-0.3122138
861910069,J053301.72-002102.6,83.25717,-0.3507483
861910080,J053530.84-001052.9,83.87852,-0.1813667
861910112,J053520.17-004213.7,83.83405,-0.703831
861910116,J053410.33-004714.7,83.54308,-0.7874371
861910121,J053427.63-004405.3,83.61514,-0.7348294
861910130,J053531.78-002306.6,83.88245,-0.3851703
861910147,J053446.86-002612.5,83.69525,-0.4368243
861910149,J053552.98-002346.1,83.97079,-0.3961513
861910179,J053318.67-003614.1,83.32782,-0.6039265
861910203,J053343.26-010834.7,83.43026,-1.142983
861910208,J053406.41-010148.8,83.52673,-1.030241
861910235,J053708.81-003554.5,84.28674,-0.5984948
861910240,J053545.03-003739.5,83.93766,-0.6276411
861911020,J054027.22+015906.6,85.11343,1.985184
861912153,J054902.36+010731.0,87.25986,1.125305
861913162,J054732.08+005527.7,86.8837,0.9243671
861913242,J054801.06+003430.0,87.00445,0.5750248
861914013,J053408.43+010509.0,83.53516,1.085855
861914046,J053405.73+000905.4,83.5239,0.1515277
861915148,J054253.72+005457.9,85.72385,0.9160878
861915194,J054148.21+004247.6,85.4509,0.7132325
861915234,J054032.84+005144.5,85.13684,0.8623672
861916051,J053742.74+014054.1,84.42811,1.681714
862201201,J054748.36+004058.9,86.95152,0.6830305
862204245,J054957.07+025738.6,87.4878,2.960744
862204248,J055003.75+024919.2,87.51566,2.822026
862207177,J055401.89+014027.2,88.50788,1.674233
862207194,J055420.09+014256.5,88.58371,1.715713
862207197,J055340.91+013814.0,88.42046,1.637224
862208226,J054923.19+022827.2,87.34666,2.474233
862210116,J053910.95+020229.6,84.79565,2.041575
863002166,J034226.28+225340.7,55.609528,22.8946562
863005198,J034608.36+232051.0,56.5348393,23.3475224
863015105,J035202.22+243947.6,58.0092573,24.6632472
863801007,J043901.63+233602.9,69.75681,23.60082
863801064,J043556.83+235205.0,68.98682,23.86807
863802029,J043150.57+242417.7,67.96072,24.40494
863802180,J043029.59+242644.9,67.62332,24.44581
863802232,J043334.56+242105.8,68.39401,24.35163
863803047,J043339.07+252038.1,68.41282,25.34392
863803142,J043354.71+261327.4,68.47797,26.2243
863803151,J043243.07+255231.0,68.17947,25.87528
863803213,J043336.79+260949.0,68.40331,26.16363
863804157,J043619.10+254259.0,69.07959,25.71639
863804240,J043920.94+254501.5,69.83726,25.75044
863805047,J043558.81+243840.4,68.99507,24.64457
863805217,J043455.42+242853.0,68.73093,24.4814
863808053,J044237.69+251536.9,70.65708,25.26027
863808058,J044205.48+252256.2,70.52287,25.38229
863808110,J044104.71+245106.0,70.26966,24.85168
863809021,J044049.50+255118.9,70.20629,25.85527
863810002,J042702.79+254222.4,66.76163,25.70624
863810216,J043051.38+244222.3,67.71411,24.7062
863810222,J042936.06+243555.5,67.40027,24.59877
863814058,J042951.55+260644.8,67.46482,26.11246
863814124,J042724.68+262419.8,66.85284,26.40551
863814144,J042942.47+263249.1,67.42697,26.54698
863814234,J042704.69+260616.0,66.76955,26.10446
863815067,J043304.51+263337.0,68.26881,26.56029
863816189,J043114.44+271017.9,67.81017,27.17164
871501007,J043901.63+233602.9,69.75681,23.60082
871501064,J043556.83+235205.0,68.98682,23.86807
871502029,J043150.57+242417.7,67.96072,24.40494
871502180,J043029.59+242644.9,67.62332,24.44581
871502232,J043334.56+242105.8,68.39401,24.35163
871502242,J043306.63+240955.0,68.27763,24.16529
871503047,J043339.07+252038.1,68.41282,25.34392
871503142,J043354.71+261327.4,68.47797,26.2243
871503213,J043336.79+260949.0,68.40331,26.16363
871504240,J043920.94+254501.5,69.83726,25.75044
871505047,J043558.81+243840.4,68.99507,24.64457
871505217,J043455.42+242853.0,68.73093,24.4814
871508053,J044237.69+251536.9,70.65708,25.26027
871508058,J044205.48+252256.2,70.52287,25.38229
871508110,J044104.71+245106.0,70.26966,24.85168
871509021,J044049.50+255118.9,70.20629,25.85527
871510216,J043051.38+244222.3,67.71411,24.7062
871510222,J042936.06+243555.5,67.40027,24.59877
871514058,J042951.55+260644.8,67.46482,26.11246
871514144,J042942.47+263249.1,67.42697,26.54698
871515067,J043304.51+263337.0,68.26881,26.56029
871901236,J034520.46+320634.3,56.335257,32.10954
871902113,J034332.07+320617.2,55.883627,32.104791
871902115,J034426.03+320430.3,56.108466,32.075097
871913161,J035528.92+350435.4,58.870535,35.076513
872012234,J043249.11+225302.8,68.20465,22.88412
872607122,J043253.23+173533.6,68.2218165,17.5926794
872607208,J043431.28+172220.1,68.6303688,17.3722549
872608023,J043157.79+182137.9,67.9907985,18.360541
872608121,J043215.83+180138.7,68.0659975,18.0274309
872608140,J043214.57+182014.7,68.0607214,18.337422
872608197,J043003.99+181349.4,67.5166383,18.2304103
872614060,J042143.23+193413.3,65.4301477,19.5703639
873401094,J044821.29+292712.0,72.08872,29.45334
873406010,J045602.02+302103.6,74.00845,30.35101
873406013,J045601.18+302634.6,74.00495,30.44295
873406224,J045728.50+302910.9,74.36878,30.48637
873408173,J045147.39+304713.5,72.94746,30.7871
873516164,J060752.43-051603.7,91.96846,-5.2677
874101007,J043901.63+233602.9,69.75681,23.60082
874101064,J043556.83+235205.0,68.98682,23.86807
874102029,J043150.57+242417.7,67.96072,24.40494
874102180,J043029.59+242644.9,67.62332,24.44581
874102232,J043334.56+242105.8,68.39401,24.35163
874103047,J043339.07+252038.1,68.41282,25.34392
874103142,J043354.71+261327.4,68.47797,26.2243
874103213,J043336.79+260949.0,68.40331,26.16363
874104240,J043920.94+254501.5,69.83726,25.75044
874105047,J043558.81+243840.4,68.99507,24.64457
874105217,J043455.42+242853.0,68.73093,24.4814
874108053,J044237.69+251536.9,70.65708,25.26027
874108110,J044104.71+245106.0,70.26966,24.85168
874109021,J044049.50+255118.9,70.20629,25.85527
874110216,J043051.38+244222.3,67.71411,24.7062
874110222,J042936.06+243555.5,67.40027,24.59877
874114058,J042951.55+260644.8,67.46482,26.11246
874114144,J042942.47+263249.1,67.42697,26.54698
874115067,J043304.51+263337.0,68.26881,26.56029
876107208,J043431.28+172220.1,68.6303688,17.3722549
876108004,J043115.78+182007.0,67.8157695,18.3352967
876108023,J043157.79+182137.9,67.9907985,18.360541
876108121,J043215.83+180138.7,68.0659975,18.0274309
876108140,J043214.57+182014.7,68.0607214,18.337422
876108197,J043003.99+181349.4,67.5166383,18.2304103
876114060,J042143.23+193413.3,65.4301477,19.5703639
876605198,J034608.36+232051.0,56.5348393,23.3475224
876615105,J035202.22+243947.6,58.0092573,24.6632472
876701031,J054101.88-015857.6,85.25787,-1.98268
876701060,J054042.81-014717.1,85.17841,-1.788098
876701061,J054024.61-015230.9,85.10255,-1.875276
876701076,J054221.24-015910.6,85.5885,-1.986289
876701101,J054406.70-015115.5,86.02795,-1.854327
876701221,J054147.05-021637.9,85.44605,-2.277219
876701230,J053940.17-022048.0,84.91738,-2.346677
876701233,J054039.31-022646.1,85.1638,-2.446158
876701249,J053939.37-021704.5,84.91408,-2.284585
876702005,J053935.47-015903.3,84.89783,-1.984274
876702028,J053643.38-013658.9,84.18077,-1.616375
876702064,J054032.39-014237.9,85.13496,-1.710544
876702090,J053539.14-014322.2,83.91312,-1.72286
876702102,J053814.11-021559.7,84.55882,-2.2666
876702108,J053829.16-021615.7,84.62151,-2.271044
876702126,J053656.31-014158.9,84.23463,-1.699713
876702159,J053412.82-012037.8,83.55345,-1.34385
876702197,J053555.44-011331.9,83.981,-1.225533
876702232,J053901.28-012759.7,84.75536,-1.466586
876702240,J053913.01-012721.2,84.80421,-1.455906
876702241,J053805.81-013356.0,84.52423,-1.565573
876703014,J053945.64-003557.2,84.94019,-0.5992359
876703028,J053821.44-003344.7,84.58934,-0.5624227
876703069,J053706.24+000855.1,84.27603,0.1486442
876703076,J053713.06-001152.7,84.30443,-0.1979982
876703168,J053837.72+000139.1,84.65717,0.0275388
876703172,J053929.27+000339.0,84.87199,0.0608447
876704038,J054118.52+002725.5,85.32718,0.4570998
876704204,J054349.74+003535.6,85.95729,0.5932467
876705061,J053951.20-004354.9,84.96334,-0.7319232
876705092,J054034.17-012153.9,85.1424,-1.364981
876705100,J054040.30-011833.1,85.16794,-1.309214
876705159,J054228.53-004205.7,85.61888,-0.7016014
876708046,J054618.89-000538.1,86.57873,-0.0939352
876708048,J054607.88-001156.8,86.53284,-0.1991351
876708178,J054503.35-011003.7,86.26396,-1.167709
876709001,J054645.81+001702.4,86.69091,0.2840185
876709015,J054612.67+001113.0,86.5528,0.1869533
876709017,J054609.25+001332.8,86.53857,0.2257828
876709126,J054644.09+001803.0,86.68372,0.3008582
876709198,J054735.76+003839.8,86.89901,0.6444076
876709209,J054445.31+002028.3,86.18883,0.341211
876709233,J054650.22+000439.6,86.70927,0.0776819
876710030,J053520.27-005014.4,83.83446,-0.8373576
876710042,J053357.54-005245.4,83.48976,-0.8792992
876710066,J053630.68-001843.9,84.12784,-0.3122138
876710080,J053530.84-001052.9,83.87852,-0.1813667
876710112,J053520.17-004213.7,83.83405,-0.703831
876710130,J053531.78-002306.6,83.88245,-0.3851703
876710147,J053446.86-002612.5,83.69525,-0.4368243
876710179,J053318.67-003614.1,83.32782,-0.6039265
876710203,J053343.26-010834.7,83.43026,-1.142983
876710208,J053406.41-010148.8,83.52673,-1.030241
876710235,J053708.81-003554.5,84.28674,-0.5984948
876711020,J054027.22+015906.6,85.11343,1.985184
876712153,J054902.36+010731.0,87.25986,1.125305
876713242,J054801.06+003430.0,87.00445,0.5750248
876714046,J053405.73+000905.4,83.5239,0.1515277
876715148,J054253.72+005457.9,85.72385,0.9160878
876715194,J054148.21+004247.6,85.4509,0.7132325
876715234,J054032.84+005144.5,85.13684,0.8623672
876716051,J053742.74+014054.1,84.42811,1.681714
877301007,J043901.63+233602.9,69.7568054,23.6008224
877301064,J043556.83+235205.0,68.9868164,23.8680687
877302029,J043150.57+242417.7,67.9607162,24.4049377
877302180,J043029.59+242644.9,67.6233215,24.4458122
877302232,J043334.56+242105.8,68.3940125,24.3516254
877302242,J043306.63+240955.0,68.277626,24.1652908
877303047,J043339.07+252038.0,68.4128189,25.3439159
877303142,J043354.71+261327.4,68.4779663,26.2243023
877303151,J043243.07+255231.0,68.1794739,25.8752842
877303213,J043336.79+260949.0,68.4033127,26.1636314
877304157,J043619.10+254258.9,69.0795898,25.7163887
877304240,J043920.94+254501.5,69.8372574,25.7504444
877305047,J043558.81+243840.4,68.9950714,24.6445713
877308053,J044237.69+251536.9,70.6570816,25.2602749
877308058,J044205.48+252256.2,70.5228729,25.3822861
877308110,J044104.71+245106.0,70.2696609,24.8516769
877309021,J044049.50+255118.9,70.2062912,25.8552685
877310002,J042702.79+254222.4,66.7616348,25.7062378
877310216,J043051.38+244222.3,67.7141113,24.7062035
877310222,J042936.06+243555.5,67.4002686,24.598772
877314058,J042951.55+260644.8,67.4648209,26.1124592
877314144,J042942.47+263249.1,67.4269714,26.546978
877315067,J043304.51+263337.0,68.2688141,26.5602894
877316189,J043114.43+271017.9,67.8101654,27.1716442
877401007,J043901.63+233602.9,69.75681,23.60082
877401064,J043556.83+235205.0,68.98682,23.86807
877402029,J043150.57+242417.7,67.96072,24.40494
877402180,J043029.59+242644.9,67.62332,24.44581
877402232,J043334.56+242105.8,68.39401,24.35163
877403047,J043339.07+252038.1,68.41282,25.34392
877403142,J043354.71+261327.4,68.47797,26.2243
877403151,J043243.07+255231.0,68.17947,25.87528
877403213,J043336.79+260949.0,68.40331,26.16363
877404157,J043619.10+254259.0,69.07959,25.71639
877404240,J043920.94+254501.5,69.83726,25.75044
877405047,J043558.81+243840.4,68.99507,24.64457
877406155,J044642.61+245903.3,71.67758,24.98425
877408053,J044237.69+251536.9,70.65708,25.26027
877408058,J044205.48+252256.2,70.52287,25.38229
877408110,J044104.71+245106.0,70.26966,24.85168
877409021,J044049.50+255118.9,70.20629,25.85527
877410002,J042702.79+254222.4,66.76163,25.70624
877410216,J043051.38+244222.3,67.71411,24.7062
877410222,J042936.06+243555.5,67.40027,24.59877
877414058,J042951.55+260644.8,67.46482,26.11246
877414144,J042942.47+263249.1,67.42697,26.54698
877415067,J043304.51+263337.0,68.26881,26.56029
877416189,J043114.44+271017.9,67.81017,27.17164
883203014,J040754.00+175025.8,61.97501,17.84051
883216051,J040512.77+200748.8,61.30323,20.13023
883216233,J040707.64+203521.9,61.78184,20.58944
883501023,J041447.30+264626.4,63.69709,26.774
883501144,J041506.50+272813.5,63.77712,27.47044
883504045,J041301.55+293445.8,63.25648,29.57939
883504250,J041542.78+290959.8,63.92828,29.16662
883505105,J041327.22+281624.6,63.36343,28.27352
883505112,J041413.58+281249.1,63.5566,28.21366
883505123,J041449.27+281230.4,63.70533,28.20846
883505126,J041447.99+275234.2,63.69996,27.87617
883506199,J042203.14+282539.1,65.51311,28.42753
883506221,J042155.63+275506.1,65.48181,27.91838
883506238,J041926.26+282614.2,64.85944,28.43729
883507199,J041941.26+274948.1,64.92195,27.83004
883508148,J041847.02+282007.4,64.69595,28.33541
883508152,J041539.16+281858.5,63.91318,28.31626
883508192,J041505.15+280846.0,63.77148,28.14613
883508194,J041628.10+280735.7,64.11711,28.12659
883512162,J042049.81+300915.3,65.20757,30.15425
883513177,J042242.01+295335.9,65.67507,29.89332
884401094,J044821.29+292712.0,72.08872,29.45334
884406010,J045602.02+302103.6,74.00845,30.35101
884406013,J045601.18+302634.6,74.00495,30.44295
884406224,J045728.50+302910.9,74.36878,30.48637
884408173,J045147.39+304713.5,72.94746,30.7871
884801023,J041447.30+264626.4,63.69709,26.774
884801144,J041506.50+272813.5,63.77712,27.47044
884804250,J041542.78+290959.8,63.92828,29.16662
884805105,J041327.22+281624.6,63.36343,28.27352
884805112,J041413.58+281249.1,63.5566,28.21366
884805123,J041449.27+281230.4,63.70533,28.20846
884805126,J041447.99+275234.2,63.69996,27.87617
884806221,J042155.63+275506.1,65.48181,27.91838
884806238,J041926.26+282614.2,64.85944,28.43729
884807199,J041941.26+274948.1,64.92195,27.83004
884808148,J041847.02+282007.4,64.69595,28.33541
884808192,J041505.15+280846.0,63.77148,28.14613
884808194,J041628.10+280735.7,64.11711,28.12659
884812162,J042049.81+300915.3,65.20757,30.15425
884905195,J060601.88+331918.5,91.5078565,33.3218085
885303239,J054304.55-020906.4,85.7689886,-2.1517919
885308155,J055014.32-022649.7,87.5596853,-2.4471564
885310065,J053858.31-021610.1,84.7429747,-2.2694733
885310075,J054050.92-020945.4,85.2122069,-2.1626372
885310086,J054211.25-015943.7,85.5468977,-1.9954986
885310117,J053925.20-023822.0,84.8550205,-2.6394615
885310132,J054147.04-021638.0,85.4460342,-2.2772239
885310136,J053926.81-021924.8,84.8617086,-2.3235639
885310148,J054005.10-021959.1,85.0212686,-2.3331036
885310197,J053918.07-022928.5,84.8253172,-2.4912539
885314183,J054042.88-014713.6,85.1786819,-1.7871294
885314185,J054032.38-014237.9,85.1349517,-1.7105406
885314214,J054050.36-012208.8,85.2098458,-1.3691189
885315079,J054527.06-003953.4,86.3627553,-0.6648519
885315145,J054850.87-004451.8,87.2119917,-0.7477242
885316049,J054308.21+000020.7,85.7842101,0.0057615
885316108,J054541.95-001205.4,86.4248078,-0.2015042
885505235,J042413.90+055558.7,66.057948,5.9329988
886807083,J043513.17+172549.7,68.8048799,17.4304894
886807208,J043431.28+172220.1,68.6303688,17.3722549
886808004,J043115.78+182007.0,67.8157695,18.3352967
886808023,J043157.79+182137.9,67.9907985,18.360541
886808121,J043215.83+180138.7,68.0659975,18.0274309
886808122,J043209.28+175722.6,68.0386827,17.9563042
886808140,J043214.57+182014.7,68.0607214,18.337422
886808197,J043003.99+181349.4,67.5166383,18.2304103
886812239,J043245.10+212104.0,68.1879198,21.3511206
886814060,J042143.23+193413.3,65.4301477,19.5703639
886814071,J042204.96+193448.3,65.5206761,19.5801109
887101236,J040206.29+320235.5,60.526218,32.043195
887114107,J035528.92+350435.4,58.870535,35.076513
888501094,J044821.29+292712.0,72.08872,29.45334
888506010,J045602.02+302103.6,74.00845,30.35101
888506013,J045601.18+302634.6,74.00495,30.44295
888506224,J045728.50+302910.9,74.36878,30.48637
888508173,J045147.39+304713.5,72.94746,30.7871
888902111,J040826.35+212308.5,62.109821,21.385715
888905033,J041057.66+222444.7,62.740251,22.41242
888915138,J041240.70+243815.4,63.169621,24.637623
889905166,J034810.97+233025.2,57.04574,23.50701
889909209,J035202.22+243947.7,58.00926,24.66325
889915063,J034455.12+252141.3,56.22967,25.36149
894901094,J044821.29+292712.0,72.08872,29.45334
894906010,J045602.02+302103.6,74.00845,30.35101
894906224,J045728.50+302910.9,74.36878,30.48637
894908173,J045147.39+304713.5,72.94746,30.7871
896301033,J054044.82-021150.1,85.18679,-2.197255
896301060,J054042.81-014717.1,85.17841,-1.788098
896301076,J054221.24-015910.6,85.5885,-1.986289
896301086,J054212.42-020509.7,85.55175,-2.086052
896301101,J054406.70-015115.5,86.02795,-1.854327
896301221,J054147.05-021637.9,85.44605,-2.277219
896301230,J053940.17-022048.0,84.91738,-2.346677
896301249,J053939.37-021704.5,84.91408,-2.284585
896302005,J053935.47-015903.3,84.89783,-1.984274
896302028,J053643.38-013658.9,84.18077,-1.616375
896302054,J053934.78-013211.9,84.89495,-1.536651
896302064,J054032.39-014237.9,85.13496,-1.710544
896302090,J053539.14-014322.2,83.91312,-1.72286
896302102,J053814.11-021559.7,84.55882,-2.2666
896302108,J053829.16-021615.7,84.62151,-2.271044
896302124,J053901.37-021827.4,84.75572,-2.307627
896302126,J053656.31-014158.9,84.23463,-1.699713
896302159,J053412.82-012037.8,83.55345,-1.34385
896302191,J053539.16-011149.1,83.91319,-1.196975
896302232,J053901.28-012759.7,84.75536,-1.466586
896302240,J053913.01-012721.2,84.80421,-1.455906
896302241,J053805.81-013356.0,84.52423,-1.565573
896303014,J053945.64-003557.2,84.94019,-0.5992359
896303069,J053706.24+000855.1,84.27603,0.1486442
896303168,J053837.72+000139.1,84.65717,0.0275388
896303227,J053702.15-002835.5,84.25896,-0.4765293
896304038,J054118.52+002725.5,85.32718,0.4570998
896304204,J054349.74+003535.6,85.95729,0.5932467
896305061,J053951.20-004354.9,84.96334,-0.7319232
896305159,J054228.53-004205.7,85.61888,-0.7016014
896308046,J054618.89-000538.1,86.57873,-0.0939352
896308048,J054607.88-001156.8,86.53284,-0.1991351
896308195,J054512.30-011336.8,86.30126,-1.2269
896309001,J054645.81+001702.4,86.69091,0.2840185
896309015,J054612.67+001113.0,86.5528,0.1869533
896309017,J054609.25+001332.8,86.53857,0.2257828
896309126,J054644.09+001803.0,86.68372,0.3008582
896309198,J054735.76+003839.8,86.89901,0.6444076
896309209,J054445.31+002028.3,86.18883,0.341211
896310030,J053520.27-005014.4,83.83446,-0.8373576
896310066,J053630.68-001843.9,84.12784,-0.3122138
896310080,J053530.84-001052.9,83.87852,-0.1813667
896310116,J053410.33-004714.7,83.54308,-0.7874371
896310147,J053446.86-002612.5,83.69525,-0.4368243
896310149,J053552.98-002346.1,83.97079,-0.3961513
896310179,J053318.67-003614.1,83.32782,-0.6039265
896312153,J054902.36+010731.0,87.25986,1.125305
896313162,J054732.08+005527.7,86.8837,0.9243671
896313242,J054801.06+003430.0,87.00445,0.5750248
896315148,J054253.72+005457.9,85.72385,0.9160878
896315194,J054148.21+004247.6,85.4509,0.7132325
896316051,J053742.74+014054.1,84.42811,1.681714
896601121,J052031.82+061611.5,80.1326,6.269885
896604125,J051905.32+075703.0,79.7722,7.950835
896605044,J051725.93+070022.1,79.35807,7.006162
896609018,J052147.52+081855.3,80.44804,8.315364
896715035,J061208.28-051712.4,93.0345,-5.286798
899908030,J171327.03+121529.8,258.36266,12.258298
909509163,J172103.01+114241.8,260.26256,11.711626
909516176,J171352.93+124622.6,258.47056,12.772959
935212210,J222617.97+311356.3,336.574886,31.232319
935512057,J055741.59-034324.0,89.4233,-3.723343
935512127,J055633.16-034940.6,89.13819,-3.827948
936210120,J034610.35+621920.2,56.54316,62.32228
936301236,J053909.11-075430.0,84.78799,-7.90835
936302102,J053304.87-075848.5,83.27032,-7.980166
936303005,J053527.16-061942.1,83.8632,-6.328364
936303007,J053517.67-063223.9,83.82366,-6.539982
936303010,J053449.97-062812.0,83.70821,-6.470025
936303016,J053517.81-062438.2,83.82421,-6.410637
936303018,J053459.52-062140.0,83.748,-6.361113
936303025,J053526.82-062647.6,83.86179,-6.44656
936303030,J053346.51-061516.7,83.44381,-6.254641
936303037,J053411.11-062225.7,83.5463,-6.37381
936303042,J053415.74-063604.6,83.56562,-6.601299
936303071,J053310.54-054224.5,83.29393,-5.706811
936303094,J053149.37-060019.3,82.95572,-6.005375
936303116,J053302.23-052625.2,83.25932,-5.440335
936303127,J053427.70-053155.3,83.61543,-5.532035
936303131,J053455.97-052313.0,83.73322,-5.386956
936303134,J053521.69-053446.8,83.84041,-5.579685
936303139,J053420.74-053045.8,83.58642,-5.512747
936303145,J053445.18-052504.0,83.68826,-5.417795
936303146,J053424.96-052205.5,83.604,-5.368202
